ens_id,gene,log2FC,aveEXP,t,p-value,q-value
ENSG00000166159,LRTM2,-3.35,1.94,-33.79,1.19E-100,2.75E-100
ENSG00000166164,BRD7,0.83,5.38,14.08,2.24E-34,3.27E-35
ENSG00000166165,CKB,-0.9,10.18,-6.84,4.96E-11,4.07E-12
ENSG00000166166,TRMT61A,0.11,3.44,1.61,0.108,0.00646
ENSG00000166167,BTRC,-1.11,3.25,-15.98,2.90E-41,5.09E-42
ENSG00000166169,POLL,-0.43,3.8,-8.76,1.87E-16,1.77E-17
ENSG00000166170,BAG5,0.72,3.65,10.71,1.18E-22,1.30E-23
ENSG00000166171,DPCD,0.03,4.82,0.5,0.618,0.0348
ENSG00000166173,LARP6,-0.28,4.94,-3.11,0.00207,0.000134
ENSG00000166181,API5,0.91,4.95,15.35,5.44E-39,9.01E-40
ENSG00000166188,ZNF319,0.59,2.61,9.99,2.72E-20,2.82E-21
ENSG00000166189,HPS6,0.7,2.87,12.93,2.77E-30,3.65E-31
ENSG00000166192,SENP8,0.78,1.78,18.38,5.53E-50,1.23E-50
ENSG00000166197,NOLC1,0.13,4.74,1.83,0.0679,0.0041
ENSG00000166199,ALKBH3,0.73,4.43,13.32,1.14E-31,1.56E-32
ENSG00000166200,COPS2,0.94,4.77,14.61,2.60E-36,4.00E-37
ENSG00000166206,GABRB3,-2.58,2.75,-18.83,1.32E-51,3.06E-52
ENSG00000166224,SGPL1,1.07,3.64,18.03,1.01E-48,2.17E-49
ENSG00000166225,FRS2,0.8,3.31,9.47,1.22E-18,1.22E-19
ENSG00000166226,CCT2,1.5,6.6,21.46,5.34E-61,1.67E-61
ENSG00000166228,PCBD1,0.16,5.54,2.67,0.00806,0.00051
ENSG00000166233,ARIH1,0.5,4.74,7.17,6.81E-12,5.71E-13
ENSG00000166246,DNAAF8,0.73,1.67,8.56,7.88E-16,7.32E-17
ENSG00000166250,CLMP,0.23,0.96,2.42,0.0164,0.00102
ENSG00000166257,SCN3B,-3.08,3.38,-22.02,5.58E-63,1.87E-63
ENSG00000166260,COX11,0.31,5.06,6.47,4.45E-10,3.56E-11
ENSG00000166261,ZNF202,0.26,2.49,4.55,8.13E-06,5.75E-07
ENSG00000166262,FAM227B,0.86,2.54,13.18,3.67E-31,4.94E-32
ENSG00000166263,STXBP4,1.12,1.29,24.34,5.70E-71,2.54E-71
ENSG00000166265,CYYR1,0.89,2.08,13.33,1.06E-31,1.45E-32
ENSG00000166266,CUL5,0.66,2.93,12.95,2.27E-30,3.01E-31
ENSG00000166268,MYRFL,0.25,0.46,4.76,3.06E-06,2.19E-07
ENSG00000166272,WBP1L,0.78,4.05,14,4.39E-34,6.36E-35
ENSG00000166275,BORCS7,0.22,4.13,3.86,0.000139,9.43E-06
ENSG00000166278,C2,2.76,3.41,23.05,1.48E-66,5.60E-67
ENSG00000166289,PLEKHF1,0.71,2.46,8.28,5.02E-15,4.57E-16
ENSG00000166292,TMEM100,2.28,3.14,17.22,8.90E-46,1.76E-46
ENSG00000166295,ANAPC16,0.89,5.54,17.33,3.62E-46,7.25E-47
ENSG00000166311,SMPD1,0.74,5.29,11.33,9.57E-25,1.11E-25
ENSG00000166313,APBB1,-1.6,6.83,-19.86,2.47E-55,6.42E-56
ENSG00000166317,SYNPO2L,0.05,0.21,2,0.047,0.00286
ENSG00000166321,NUDT13,0.1,1.05,2.29,0.0226,0.0014
ENSG00000166323,C11orf65,0.19,0.65,4.37,1.77E-05,1.24E-06
ENSG00000166326,TRIM44,-0.19,3.72,-2.23,0.0265,0.00163
ENSG00000166333,ILK,1.02,6.56,17.95,2.03E-48,4.33E-49
ENSG00000166337,TAF10,1.28,7.15,23.87,2.24E-69,9.41E-70
ENSG00000166340,TPP1,1.04,6.43,12.43,1.62E-28,2.05E-29
ENSG00000166341,DCHS1,1.07,2.81,12.14,1.60E-27,1.97E-28
ENSG00000166342,NETO1,-1.85,2.44,-12.91,3.21E-30,4.23E-31
ENSG00000166343,MSS51,-0.57,0.91,-14.3,3.50E-35,5.21E-36
ENSG00000166347,CYB5A,1.43,5.44,24.93,5.76E-73,2.76E-73
ENSG00000166348,USP54,-0.93,4.44,-8.68,3.25E-16,3.06E-17
ENSG00000166349,RAG1,0.34,0.49,9.16,1.18E-17,1.15E-18
ENSG00000166352,IFTAP,0.1,4.32,1.7,0.091,0.00545
ENSG00000166377,ATP9B,-0.08,3.76,-1.31,0.19,0.0112
ENSG00000166387,PPFIBP2,0.05,3.46,0.6,0.551,0.0312
ENSG00000166394,CYB5R2,-0.11,3.06,-0.84,0.402,0.0231
ENSG00000166398,GARRE1,0.71,2.86,10.27,3.44E-21,3.65E-22
ENSG00000166401,SERPINB8,2,2.73,27.34,6.37E-81,4.47E-81
ENSG00000166402,TUB,-1.28,3.51,-14.15,1.19E-34,1.75E-35
ENSG00000166405,RIC3,-0.96,3.73,-9.75,1.63E-19,1.67E-20
ENSG00000166407,LMO1,1.48,2.33,9.74,1.76E-19,1.80E-20
ENSG00000166411,IDH3A,-0.19,5.45,-2.92,0.00383,0.000245
ENSG00000166426,CRABP1,-1.1,2.61,-5.47,1.01E-07,7.57E-09
ENSG00000166428,PLD4,2.32,3.24,17.76,9.38E-48,1.96E-48
ENSG00000166432,ZMAT1,-0.66,3.22,-6.43,5.43E-10,4.33E-11
ENSG00000166435,XRRA1,0.06,2.33,0.95,0.342,0.0197
ENSG00000166436,TRIM66,-0.54,1.65,-8.24,6.92E-15,6.27E-16
ENSG00000166439,RNF169,0.55,1.6,8.65,4.25E-16,3.98E-17
ENSG00000166441,RPL27A,1.74,9.89,27.28,9.77E-81,6.75E-81
ENSG00000166444,DENND2B,1.35,5.29,18.92,6.11E-52,1.43E-52
ENSG00000166446,CDYL2,-1.15,1.68,-17.85,4.44E-48,9.35E-49
ENSG00000166448,TMEM130,-4.46,4.14,-28.24,8.09E-84,6.58E-84
ENSG00000166450,PRTG,0.5,0.71,10.53,4.78E-22,5.18E-23
ENSG00000166451,CENPN,2.28,3.15,27.74,3.24E-82,2.42E-82
ENSG00000166452,AKIP1,0.85,4.68,16.39,9.59E-43,1.75E-43
ENSG00000166454,ATMIN,0.21,4.29,3.58,0.000411,2.74E-05
ENSG00000166455,C16orf46,-0.47,1.61,-10.04,1.91E-20,1.99E-21
ENSG00000166471,TMEM41B,0.54,3.61,10.09,1.27E-20,1.33E-21
ENSG00000166473,PKD1L2,-0.81,0.89,-11.68,6.44E-26,7.65E-27
ENSG00000166477,LEO1,0.66,3.7,9.51,9.20E-19,9.21E-20
ENSG00000166478,ZNF143,0.79,3.56,16.86,1.84E-44,3.50E-45
ENSG00000166479,TMX3,0.7,3.94,10.54,4.44E-22,4.82E-23
ENSG00000166482,MFAP4,2.77,3.73,18.2,2.42E-49,5.29E-50
ENSG00000166483,WEE1,3.82,3.28,42.29,2.08E-123,3.41E-122
ENSG00000166484,MAPK7,1.37,3.62,20.9,4.84E-59,1.42E-59
ENSG00000166501,PRKCB,-3.55,3.69,-29.26,5.10E-87,4.87E-87
ENSG00000166503,HDGFL3,-0.07,5.19,-1.03,0.302,0.0175
ENSG00000166507,NDST2,-0.54,3.75,-9.2,8.53E-18,8.35E-19
ENSG00000166508,MCM7,1.82,5.73,18.47,2.61E-50,5.89E-51
ENSG00000166510,CCDC68,-0.88,0.77,-20.44,2.05E-57,5.70E-58
ENSG00000166523,CLEC4E,1.44,1.48,12.49,1.01E-28,1.28E-29
ENSG00000166526,ZNF3,1.62,4.11,25.66,2.06E-75,1.09E-75
ENSG00000166527,CLEC4D,0.11,0.14,3.81,0.000168,1.14E-05
ENSG00000166529,ZSCAN21,0.93,3.38,15.25,1.25E-38,2.05E-39
ENSG00000166532,RIMKLB,-0.06,4.6,-0.66,0.511,0.029
ENSG00000166535,A2ML1,-0.21,1.36,-2.19,0.0295,0.00182
ENSG00000166546,BEAN1,-0.94,2,-9.21,8.00E-18,7.83E-19
ENSG00000166548,TK2,0.48,4.35,7.97,4.02E-14,3.58E-15
ENSG00000166557,TMED3,1.44,5.49,22.8,1.06E-65,3.89E-66
ENSG00000166558,SLC38A8,-1.2,0.79,-20.57,7.37E-58,2.08E-58
ENSG00000166562,SEC11C,0.91,7.09,12.32,3.82E-28,4.78E-29
ENSG00000166573,GALR1,0.71,0.73,9.06,2.42E-17,2.34E-18
ENSG00000166575,TMEM135,0.7,2.81,11.07,7.28E-24,8.24E-25
ENSG00000166578,IQCD,0.74,1.43,11.2,2.77E-24,3.17E-25
ENSG00000166579,NDEL1,-0.81,4.8,-12.38,2.44E-28,3.07E-29
ENSG00000166582,CENPV,-0.55,5.1,-3.22,0.00145,9.48E-05
ENSG00000166592,RRAD,0.23,1.94,2.1,0.037,0.00227
ENSG00000166595,CIAO2B,1.15,7.18,20.6,5.57E-58,1.58E-58
ENSG00000166596,CFAP52,-0.14,1.6,-1.09,0.277,0.0161
ENSG00000166598,HSP90B1,1.48,7.85,20.69,2.69E-58,7.71E-59
ENSG00000166603,MC4R,-0.62,0.47,-10.66,1.78E-22,1.95E-23
ENSG00000166619,BLCAP,-0.45,6.21,-6.79,6.64E-11,5.44E-12
ENSG00000166664,CHRFAM7A,-0.35,0.91,-6.06,4.51E-09,3.51E-10
ENSG00000166669,ATF7IP2,-1.15,2.32,-15.19,2.11E-38,3.44E-39
ENSG00000166670,MMP10,0.28,0.19,7.28,3.45E-12,2.92E-13
ENSG00000166676,TVP23A,0.03,2.84,0.28,0.783,0.0436
ENSG00000166681,BEX3,0.22,8.66,3.48,0.00059,3.90E-05
ENSG00000166682,TMPRSS5,-0.01,2.89,-0.05,0.963,0.053
ENSG00000166685,COG1,-0.96,4.86,-14.16,1.16E-34,1.71E-35
ENSG00000166689,PLEKHA7,0.38,2.63,4.11,5.12E-05,3.52E-06
ENSG00000166704,ZNF606,1.04,2.87,13.98,5.10E-34,7.38E-35
ENSG00000166707,ZCCHC18,-0.16,2.62,-1.77,0.0785,0.00472
ENSG00000166710,B2M,3.45,11.15,39.67,9.62E-117,8.33E-116
ENSG00000166716,ZNF592,0.42,3.29,5.73,2.63E-08,2.00E-09
ENSG00000166734,GOLM2,0.91,5.52,13.77,2.84E-33,4.04E-34
ENSG00000166736,HTR3A,-0.51,0.31,-17.19,1.15E-45,2.27E-46
ENSG00000166741,NNMT,4.3,5.11,21.55,2.47E-61,7.84E-62
ENSG00000166747,AP1G1,0.62,4.34,8.49,1.20E-15,1.11E-16
ENSG00000166750,SLFN5,1.04,1.47,13.81,2.06E-33,2.93E-34
ENSG00000166762,CATSPER2,-1.76,2.13,-26.56,2.26E-78,1.40E-78
ENSG00000166780,BMERB1,-0.73,6.7,-8.1,1.72E-14,1.55E-15
ENSG00000166783,MARF1,-0.96,4.32,-15,1.01E-37,1.61E-38
ENSG00000166788,SAAL1,1.11,3.57,19.31,2.28E-53,5.59E-54
ENSG00000166793,YPEL4,-3.03,3.46,-33.45,1.18E-99,2.54E-99
ENSG00000166794,PPIB,2.9,7.95,44.65,3.90E-129,1.20E-127
ENSG00000166796,LDHC,0.03,0.34,0.49,0.623,0.035
ENSG00000166797,CIAO2A,2.06,5.2,38.78,2.02E-114,1.37E-113
ENSG00000166801,FAM111A,1.87,3.19,23.02,1.79E-66,6.73E-67
ENSG00000166803,PCLAF,4.34,3.25,41.98,1.28E-122,1.99E-121
ENSG00000166813,KIF7,0.74,2.01,10.78,6.85E-23,7.58E-24
ENSG00000166816,LDHD,-1.6,3.04,-18.05,8.64E-49,1.86E-49
ENSG00000166819,PLIN1,-0.95,1.12,-13.5,2.65E-32,3.68E-33
ENSG00000166821,PEX11A,0.68,3,11.26,1.72E-24,1.98E-25
ENSG00000166822,TMEM170A,1.07,3.41,16.71,6.36E-44,1.19E-44
ENSG00000166823,MESP1,-0.25,3.36,-3.32,0.00103,6.79E-05
ENSG00000166825,ANPEP,1.1,2.11,9.14,1.33E-17,1.29E-18
ENSG00000166828,SCNN1G,0.36,0.36,5.85,1.40E-08,1.08E-09
ENSG00000166831,RBPMS2,0.51,2.02,6.1,3.48E-09,2.72E-10
ENSG00000166833,NAV2,0.3,3.08,3.22,0.00143,9.33E-05
ENSG00000166839,ANKDD1A,-0.76,2.93,-11.76,3.26E-26,3.90E-27
ENSG00000166840,GLYATL1,0.05,0.37,1.04,0.302,0.0175
ENSG00000166845,C18orf54,1.05,1.26,19.3,2.53E-53,6.18E-54
ENSG00000166847,DCTN5,1.3,4.67,20.45,1.89E-57,5.25E-58
ENSG00000166848,TERF2IP,-0.53,6.62,-8.01,3.18E-14,2.84E-15
ENSG00000166851,PLK1,2.17,3.21,21.04,1.52E-59,4.53E-60
ENSG00000166855,CLPX,0.94,3.88,14.61,2.80E-36,4.31E-37
ENSG00000166860,ZBTB39,0.78,1.51,14.17,1.01E-34,1.49E-35
ENSG00000166862,CACNG2,-1.92,1.15,-24.45,2.33E-71,1.06E-71
ENSG00000166863,TAC3,-1.91,2.64,-12.24,7.36E-28,9.13E-29
ENSG00000166881,NEMP1,1.65,2.57,25.83,5.46E-76,2.97E-76
ENSG00000166886,NAB2,0.25,4.5,3.2,0.00155,0.000101
ENSG00000166887,VPS39,-0.13,5.11,-2.06,0.04,0.00245
ENSG00000166888,STAT6,-0.82,4.31,-9.18,9.98E-18,9.74E-19
ENSG00000166889,PATL1,1.43,3.61,19.52,4.04E-54,1.01E-54
ENSG00000166896,ATP23,0.92,2.9,7.22,5.00E-12,4.21E-13
ENSG00000166897,ELFN2,-2.48,2.38,-19.46,6.62E-54,1.64E-54
ENSG00000166900,STX3,-0.47,3.22,-6.74,9.01E-11,7.34E-12
ENSG00000166902,MRPL16,0.71,5.24,16.7,6.80E-44,1.27E-44
ENSG00000166908,PIP4K2C,-0.41,4.61,-3.71,0.000254,1.70E-05
ENSG00000166912,MTMR10,0.04,4.04,0.52,0.606,0.0341
ENSG00000166913,YWHAB,0.11,7.18,1.58,0.115,0.00686
ENSG00000166920,C15orf48,1.98,1.44,17.91,2.65E-48,5.63E-49
ENSG00000166922,SCG5,-0.67,6.69,-6.01,5.92E-09,4.60E-10
ENSG00000166923,GREM1,-0.57,1.1,-5.79,1.94E-08,1.49E-09
ENSG00000166924,NYAP1,-2.29,3.51,-22.83,8.29E-66,3.05E-66
ENSG00000166925,TSC22D4,0.91,8.35,8.13,1.44E-14,1.29E-15
ENSG00000166926,MS4A6E,0.16,0.11,3.1,0.00213,0.000138
ENSG00000166927,MS4A7,3.46,3.26,29.79,1.14E-88,1.21E-88
ENSG00000166928,MS4A14,0.53,1.04,7.17,6.70E-12,5.62E-13
ENSG00000166938,DIS3L,0.34,3.98,5.36,1.77E-07,1.31E-08
ENSG00000166946,CCNDBP1,-0.35,4.99,-5.52,7.82E-08,5.89E-09
ENSG00000166949,SMAD3,-0.12,3.5,-1.64,0.101,0.00604
ENSG00000166959,MS4A8,-0.32,0.27,-11.04,9.37E-24,1.06E-24
ENSG00000166960,CCDC178,0.39,0.58,5.18,4.20E-07,3.09E-08
ENSG00000166963,MAP1A,-2.44,5.46,-23.41,8.08E-68,3.19E-68
ENSG00000166965,RCCD1,0.12,2.91,1.96,0.0508,0.00309
ENSG00000166971,AKTIP,-0.28,5.39,-4.25,2.92E-05,2.03E-06
ENSG00000166974,MAPRE2,-0.3,5.48,-4.21,3.42E-05,2.37E-06
ENSG00000166979,EVA1C,1.37,4.59,13.48,3.09E-32,4.28E-33
ENSG00000166986,MARS1,-0.03,6.58,-0.33,0.744,0.0415
ENSG00000166987,MBD6,0.56,4.17,5.25,3.00E-07,2.22E-08
ENSG00000166997,CNPY4,1.98,4.4,28.65,4.11E-85,3.59E-85
ENSG00000167004,PDIA3,2.27,6.96,30.33,2.35E-90,2.80E-90
ENSG00000167005,NUDT21,1.04,4.77,16.37,1.07E-42,1.95E-43
ENSG00000167011,NAT16,0.26,1.22,2.41,0.0168,0.00105
ENSG00000167034,NKX3-1,0.27,0.74,5.64,4.08E-08,3.10E-09
ENSG00000167037,SGSM1,-2.37,1.95,-29.42,1.60E-87,1.59E-87
ENSG00000167065,DUSP18,0.8,2.11,12.64,2.80E-29,3.60E-30
ENSG00000167074,TEF,-2.4,3.94,-27.6,8.93E-82,6.53E-82
ENSG00000167077,MEI1,0.18,1.65,2.38,0.0181,0.00113
ENSG00000167081,PBX3,2.17,3.44,27.56,1.22E-81,8.83E-82
ENSG00000167083,GNGT2,1.51,1.94,19.97,1.03E-55,2.72E-56
ENSG00000167085,PHB1,1.74,6.86,32.57,4.29E-97,7.81E-97
ENSG00000167088,SNRPD1,1.66,5.61,28.21,1.02E-83,8.24E-84
ENSG00000167100,SAMD14,-1.3,4.15,-14,4.18E-34,6.07E-35
ENSG00000167103,PIP5KL1,-0.76,1.37,-13.28,1.60E-31,2.17E-32
ENSG00000167106,EEIG1,-0.4,5.38,-4.82,2.40E-06,1.72E-07
ENSG00000167107,ACSF2,0.47,3.88,6.33,9.60E-10,7.61E-11
ENSG00000167110,GOLGA2,-0.26,4.97,-3.23,0.00136,8.91E-05
ENSG00000167112,TRUB2,0.63,4.72,9.63,3.93E-19,3.98E-20
ENSG00000167113,COQ4,0.2,5.28,3.6,0.000377,2.52E-05
ENSG00000167114,SLC27A4,-0.39,4.63,-5.2,3.79E-07,2.79E-08
ENSG00000167118,URM1,1.16,5.77,20.34,4.75E-57,1.30E-57
ENSG00000167123,CERCAM,-1.86,5.77,-15.8,1.33E-40,2.28E-41
ENSG00000167130,DOLPP1,0.96,3.8,14.86,3.45E-37,5.42E-38
ENSG00000167131,CCDC103,1.52,2.59,14.66,1.80E-36,2.79E-37
ENSG00000167136,ENDOG,-0.14,4.3,-1.84,0.0662,0.004
ENSG00000167157,PRRX2,0.38,0.65,4.1,5.46E-05,3.75E-06
ENSG00000167173,C15orf39,1.24,2.6,16.68,8.22E-44,1.54E-44
ENSG00000167178,ISLR2,-1.86,1.94,-15.88,6.77E-41,1.18E-41
ENSG00000167182,SP2,0.79,3.41,12.75,1.15E-29,1.49E-30
ENSG00000167186,COQ7,0.88,3.59,15.84,9.02E-41,1.56E-41
ENSG00000167191,GPRC5B,-0.22,7.23,-2.28,0.0231,0.00143
ENSG00000167193,CRK,1.36,4.66,24.5,1.62E-71,7.40E-72
ENSG00000167196,FBXO22,1.48,3.73,24.45,2.37E-71,1.08E-71
ENSG00000167202,TBC1D2B,0.36,3.18,5.03,8.65E-07,6.30E-08
ENSG00000167207,NOD2,0.76,0.77,12.97,2.01E-30,2.66E-31
ENSG00000167208,SNX20,1.6,1.25,20.35,4.55E-57,1.25E-57
ENSG00000167210,LOXHD1,-0.46,0.24,-18.85,1.05E-51,2.44E-52
ENSG00000167216,KATNAL2,0.06,2.77,0.76,0.45,0.0257
ENSG00000167220,HDHD2,0.52,5.33,8.6,5.65E-16,5.27E-17
ENSG00000167232,ZNF91,0.01,3.57,0.11,0.916,0.0506
ENSG00000167244,IGF2,1.48,2.6,8.67,3.55E-16,3.34E-17
ENSG00000167257,RNF214,0.29,3.54,5.26,2.93E-07,2.17E-08
ENSG00000167258,CDK12,0.43,3.03,6.01,5.77E-09,4.49E-10
ENSG00000167261,DPEP2,1.01,1.49,13.22,2.51E-31,3.41E-32
ENSG00000167264,DUS2,0.65,3.16,12.24,7.29E-28,9.06E-29
ENSG00000167272,POP5,1.2,5.53,22.71,2.22E-65,8.06E-66
ENSG00000167280,ENGASE,-0.87,3.64,-10.8,5.84E-23,6.47E-24
ENSG00000167281,RBFOX3,-5.06,3.32,-37.48,6.00E-111,3.20E-110
ENSG00000167283,ATP5MG,1.01,7.84,17.38,2.26E-46,4.55E-47
ENSG00000167286,CD3D,1.34,1.02,15.21,1.87E-38,3.06E-39
ENSG00000167291,TBC1D16,0.36,3.56,4.54,8.44E-06,5.96E-07
ENSG00000167302,TEPSIN,-0.45,3.78,-6.46,4.70E-10,3.75E-11
ENSG00000167306,MYO5B,0.8,1.72,7.88,7.16E-14,6.32E-15
ENSG00000167315,ACAA2,0.75,5.45,9.64,3.58E-19,3.62E-20
ENSG00000167323,STIM1,-0.12,4.68,-1.7,0.0904,0.00542
ENSG00000167325,RRM1,1.85,4.38,25.77,8.67E-76,4.68E-76
ENSG00000167332,OR51E2,0,0.16,-0.14,0.891,0.0492
ENSG00000167333,TRIM68,0.31,2.89,5.65,3.98E-08,3.02E-09
ENSG00000167363,FN3K,-0.68,5.01,-8.64,4.52E-16,4.23E-17
ENSG00000167371,PRRT2,-3.36,4.7,-26.03,1.23E-76,6.89E-77
ENSG00000167377,ZNF23,-0.26,3.25,-4.18,3.85E-05,2.67E-06
ENSG00000167378,IRGQ,-0.5,3.86,-6.97,2.26E-11,1.87E-12
ENSG00000167380,ZNF226,0.98,4.45,13.61,1.02E-32,1.43E-33
ENSG00000167384,ZNF180,0.86,1.96,14.96,1.49E-37,2.37E-38
ENSG00000167393,PPP2R3B,0.59,3.89,5.74,2.45E-08,1.87E-09
ENSG00000167394,ZNF668,0.17,2.83,3.13,0.00196,0.000127
ENSG00000167395,ZNF646,0.21,2.32,2.98,0.00315,0.000203
ENSG00000167397,VKORC1,2.03,6.18,33.64,3.21E-100,7.24E-100
ENSG00000167414,GNG8,-0.53,1.13,-5.08,6.86E-07,5.01E-08
ENSG00000167434,CA4,-1.99,3.19,-16.44,6.04E-43,1.11E-43
ENSG00000167447,SMG8,1.15,3.06,21.63,1.33E-61,4.27E-62
ENSG00000167460,TPM4,1.68,7.03,20.49,1.41E-57,3.95E-58
ENSG00000167461,RAB8A,2.02,4.55,29.13,1.25E-86,1.17E-86
ENSG00000167468,GPX4,0.49,8.71,8.25,6.11E-15,5.55E-16
ENSG00000167470,MIDN,1.55,5.2,16.44,6.04E-43,1.11E-43
ENSG00000167476,JSRP1,-0.07,0.78,-1.63,0.104,0.00621
ENSG00000167487,KLHL26,-0.87,2.97,-8.95,4.95E-17,4.75E-18
ENSG00000167491,GATAD2A,1.27,4.36,16.73,5.24E-44,9.86E-45
ENSG00000167508,MVD,-1.13,5.17,-14.16,1.13E-34,1.67E-35
ENSG00000167513,CDT1,1.82,2.44,18.76,2.33E-51,5.39E-52
ENSG00000167515,TRAPPC2L,1.19,6.36,17.69,1.78E-47,3.69E-48
ENSG00000167522,ANKRD11,-0.59,4.98,-7.82,1.06E-13,9.34E-15
ENSG00000167523,SPATA33,0.39,3.57,5.73,2.58E-08,1.97E-09
ENSG00000167524,RSKR,-1.44,2.9,-14.55,4.28E-36,6.55E-37
ENSG00000167525,PROCA1,0.04,2.3,0.57,0.57,0.0322
ENSG00000167526,RPL13,1.17,10.47,20.08,4.14E-56,1.10E-56
ENSG00000167528,ZNF641,0.41,2.94,6.83,5.23E-11,4.29E-12
ENSG00000167535,CACNB3,-2.05,4.56,-21.76,4.53E-62,1.48E-62
ENSG00000167536,DHRS13,1.59,3.18,18,1.28E-48,2.74E-49
ENSG00000167543,TP53I13,0.94,4.79,13.36,8.55E-32,1.17E-32
ENSG00000167548,KMT2D,-0.57,3.69,-6.18,2.22E-09,1.74E-10
ENSG00000167549,CORO6,-5.08,3.16,-49.41,4.78E-140,5.39E-138
ENSG00000167550,RHEBL1,-1.17,1.91,-18.22,2.10E-49,4.60E-50
ENSG00000167552,TUBA1A,2.61,10.37,26.71,7.24E-79,4.58E-79
ENSG00000167553,TUBA1C,4.4,5.98,36.77,5.01E-109,2.33E-108
ENSG00000167554,ZNF610,0.69,2.2,9.85,7.77E-20,7.98E-21
ENSG00000167555,ZNF528,0.78,3.72,11.46,3.46E-25,4.03E-26
ENSG00000167562,ZNF701,0.83,1.5,16.98,6.35E-45,1.23E-45
ENSG00000167565,SERTAD3,1.81,3.26,27.55,1.39E-81,1.00E-81
ENSG00000167566,NCKAP5L,-0.04,3.53,-0.58,0.565,0.0319
ENSG00000167578,RAB4B,-0.33,5.94,-5.21,3.71E-07,2.74E-08
ENSG00000167588,GPD1,1.14,2.99,6.78,7.08E-11,5.79E-12
ENSG00000167595,PROSER3,0.68,3,8.45,1.61E-15,1.49E-16
ENSG00000167600,CYP2S1,0.81,1.08,14.68,1.51E-36,2.33E-37
ENSG00000167601,AXL,0.96,3.85,11.12,5.08E-24,5.77E-25
ENSG00000167604,NFKBID,-0.24,2.45,-3.05,0.00248,0.00016
ENSG00000167608,TMC4,-0.36,1.37,-6.14,2.77E-09,2.17E-10
ENSG00000167613,LAIR1,3.07,3.71,25.1,1.53E-73,7.47E-74
ENSG00000167614,TTYH1,-0.04,8.12,-0.27,0.784,0.0436
ENSG00000167615,LENG8,-1.4,6.18,-12.51,8.23E-29,1.05E-29
ENSG00000167617,CDC42EP5,0.85,1.75,7.97,4.07E-14,3.62E-15
ENSG00000167618,LAIR2,0.08,0.22,2.2,0.0288,0.00178
ENSG00000167619,TMEM145,-1.24,4.29,-9.58,5.64E-19,5.67E-20
ENSG00000167625,ZNF526,0.64,1.83,13.71,4.63E-33,6.54E-34
ENSG00000167632,TRAPPC9,-0.05,4.01,-0.8,0.423,0.0242
ENSG00000167635,ZNF146,0.7,4.6,7.76,1.59E-13,1.39E-14
ENSG00000167637,ZNF283,0.3,1.76,5.17,4.43E-07,3.26E-08
ENSG00000167641,PPP1R14A,-0.44,5.01,-3.09,0.00218,0.000141
ENSG00000167642,SPINT2,-1.57,4.9,-15.89,6.16E-41,1.07E-41
ENSG00000167644,C19orf33,-0.48,0.49,-7.39,1.76E-12,1.51E-13
ENSG00000167645,YIF1B,0.77,5.81,12.44,1.42E-28,1.79E-29
ENSG00000167646,DNAAF3,1.21,1.16,12.69,2.01E-29,2.59E-30
ENSG00000167653,PSCA,-0.35,0.51,-7.73,1.94E-13,1.69E-14
ENSG00000167654,ATCAY,-2.54,4.38,-13.22,2.69E-31,3.64E-32
ENSG00000167656,LY6D,-1.26,0.57,-28.01,4.54E-83,3.53E-83
ENSG00000167657,DAPK3,0.5,5.49,5.65,3.99E-08,3.03E-09
ENSG00000167658,EEF2,0.48,9.27,6.52,3.26E-10,2.61E-11
ENSG00000167664,TMIGD2,0.52,0.99,6.09,3.63E-09,2.83E-10
ENSG00000167670,CHAF1A,1.07,3.09,11.54,1.86E-25,2.19E-26
ENSG00000167671,UBXN6,-0.42,6.84,-6.68,1.27E-10,1.03E-11
ENSG00000167674,HDGFL2,0.29,5.27,3.69,0.000273,1.83E-05
ENSG00000167676,PLIN4,-1.3,0.99,-21.81,2.90E-62,9.53E-63
ENSG00000167680,SEMA6B,-2.36,4.33,-19.43,8.54E-54,2.11E-54
ENSG00000167685,ZNF444,-0.41,4.69,-6.07,4.18E-09,3.26E-10
ENSG00000167693,NXN,0.34,3.18,3.67,0.000289,1.94E-05
ENSG00000167695,TLCD3A,2.04,3.69,29.29,3.90E-87,3.76E-87
ENSG00000167699,GLOD4,0.9,5.47,14.84,3.94E-37,6.18E-38
ENSG00000167700,MFSD3,-0.5,4.24,-6.51,3.44E-10,2.76E-11
ENSG00000167701,GPT,-1.21,2.07,-14.37,1.99E-35,2.99E-36
ENSG00000167702,KIFC2,-3.09,5.18,-26.33,1.22E-77,7.19E-78
ENSG00000167703,SLC43A2,0.72,4.38,8.78,1.68E-16,1.59E-17
ENSG00000167705,RILP,-0.47,3.47,-6.56,2.54E-10,2.05E-11
ENSG00000167711,SERPINF2,0.55,1.28,8.52,9.86E-16,9.15E-17
ENSG00000167716,WDR81,0.57,3.36,8.06,2.26E-14,2.02E-15
ENSG00000167720,SRR,1.78,3.95,26.21,3.08E-77,1.77E-77
ENSG00000167721,TSR1,0.92,3.77,15.4,3.59E-39,5.99E-40
ENSG00000167723,TRPV3,-1.13,1.35,-19.46,6.62E-54,1.64E-54
ENSG00000167733,HSD11B1L,-1.58,5.24,-21.61,1.55E-61,4.96E-62
ENSG00000167740,CYB5D2,0.72,4.66,10.4,1.26E-21,1.36E-22
